developer,owners
Marco Amadei,590000
Lonely Troops,590000
Strange Fire,590000
Guru Games,590000
TimeGate Studios,590000
HexWar Games,580000
Out of the Park Developments,580000
Tin Man Games,580000
Ardi Studio,570000
Modern Dream,570000
Eternal Night Studios,570000
Extreme Developers,570000
NodziGames,570000
SilentFuture,570000
Pinokl Games,570000
Ratloop Asia,570000
Choice Provisions,570000
Over the Top Games,570000
Uppercut Games Pty Ltd,570000
Size Five Games,570000
Slipgate Ironworks™,570000
Igor Krutov,570000
Transhuman Design,570000
Maciej Targoni,570000
GK,570000
Kedexa,560000
Blowfish Studios,560000
Pixeljam,560000
Akella,560000
REMIMORY,560000
Zoo Corporation,560000
ERS G Studios,560000
Snkl Studio,560000
Fishing Cactus,560000
Sergey Dvoynikov,550000
Four Quarters,550000
BioWare Corporation,550000
Powerhoof,550000
Curve Studios,550000
Indie Games Studio,550000
Eyebrow Interactive,550000
Bigmoon Studios,550000
NIGORO,550000
Kverta,550000
Erik Asmussen,550000
Excalibur,550000
Erik Svedäng,550000
Tentacle Games,550000
Noclip,550000
Cuve Games,550000
Mindware Studios,550000
Over The Moon,550000
Cipher Prime Studios,550000
Upturn Games,550000
O'olBlue Inc.,550000
Industry Games,550000
MobileBits,550000
Droqen,550000
Rain Games,550000
Tiger Style,550000
9heads Game Studios,550000
BeautiFun Games,550000
Liquid Entertainment,550000
"What Pumpkin Games, Inc.",550000
Terrible Posture Games,550000
Scary Bee LLC,550000
Timofey Shargorodskiy,550000
SomaSim,550000
Code Horizon,550000
increpare games,550000
Aslan Game Studio,540000
Whale Rock Games,540000
ToastieLabs,540000
Psychic Games Ltd.,540000
QUICKTEQUILA,540000
Illusion Softworks,540000
Impressions Games,540000
Wargaming.net,540000
Studio Élan,540000
StalkerAlex,540000
EasyWays Team,540000
Ironsun Studios,540000
YETU GAME,540000
Samurai Punk,540000
Serellan LLC,540000
Nimbly Games,540000
Narayan Games,540000
DigitalDNA Games LLC,540000
tamationgames,540000
VitaliZelenyuk,540000
Bullid Games,530000
Moonlit Works,520000
DEADBIT,520000
Rabbiton,520000
Jason Lovett,520000
Rubycone,520000
Tall Story Studios,520000
StevenHarmonGames,520000
Daniel Mullins Games,520000
Infinite Interactive,520000
Studio Coattails,520000
Tim Sullivan,520000
Minority Media Inc.,520000
10th Art Studio,520000
Geoff 'Zag' Keene,520000
Going Loud Studios,520000
Sokolab,520000
Sos Sosowski,520000
SOFF Games,520000
Comcept,520000
ReverseImpact,520000
Charlie Oscar Lima Tango Interactive Entertainment,520000
Redlynx Ltd,520000
Monkeys Lab.,520000
team BitClub,520000
Emad,520000
Darkelite Studio Inc,520000
Steel Monkeys,520000
Pub Games,520000
DyingCat,520000
Aquiris Game Studio,520000
Tasharen Entertainment Inc.,520000
Benjamin Rivers Inc.,520000
Dark Day Interactive,520000
Daring Touch,520000
Puny Human,520000
"StartupTim, LLC",520000
PlayFlock,520000
Nemesys Games,520000
Crematorium of Time,520000
the whale husband,520000
Sparpweed,520000
OVERDRIVE,520000
Asteristic Game Studio,520000
Rocketcat Games,520000
davevillz,520000
BANDAI NAMCO Entertainment Inc.,520000
Replay Studios,520000
Mighty Games,520000
GalaxyTrail,520000
Irvin Vaush,520000
Game Dev Castle,520000
InterWave Studios,520000
Wojciech Wasiak,520000
Interactive Stone,520000
Eat Create Sleep,520000
Spooky Squid Games Inc.,520000
Interdimensional Games Inc,520000
Threaks,520000
Key17 Games,520000
David Schneider,520000
Behaviour Interactive,520000
Vagabond Dog,520000
Lesley Dodd,520000
Red Dwarf Games,520000
Cryptic Sea,520000
Artifice Studio,520000
Codeglue,520000
Squanch Games,520000
Thomas Bowker,520000
JDM4iK,520000
Sergei Klimov,520000
SirGoose,520000
Daniel Jonathan Bourke,520000
DreamPunks,520000
JCKSLAP,520000
weltenbauer. Software Entwicklung GmbH,520000
Cardboard Computer,520000
Eggcode,520000
LR Studio,520000
ebi-hime,510000
Brave Giant LTD,510000
Zojoi,510000
Gaming Corps AB,500000
SHIFT,500000
Fayju,500000
D-Pad Studio,500000
Team Amorous,500000
Team Nekojishi,500000
Parabole,500000
Decky Coss,500000
Team 17 Digital Ltd,500000
Black Element,500000
Gameguyz,500000
Fenix Fire Entertainment,500000
Define Human Studios,500000
Reikon Games,500000
Ludochip,500000
SDP Games,500000
Deep Red Limited,500000
Lukewarm Media,500000
Vaclav Hudec,500000
Gausswerks,500000
MAGICS,500000
ST. TAIKU,500000
Luis Diaz,500000
"CRAZYDIAMOND CO., LTD.",500000
Alexey Khazov,500000
Beat Games,500000
SANDLOT,500000
Luo Zhi En,500000
Gears for Breakfast,500000
Dead Shark Triplepunch,500000
Vae Victis Games,500000
Lo-Fi Games,500000
Mokus,500000
Gravvit Ltd,500000
PRORTUS,500000
TT Fusion,500000
Upper One Games,500000
Code Club AB,500000
Black Whale Studios,500000
TPP Studio,500000
Diatomic Games,500000
Playsport Games,500000
Lightspeed Studios™,500000
Playtonic Games,500000
Code Headquarters LLC,500000
Lightbulb Crew,500000
"Schine, GmbH",500000
Red Thread Games,500000
Basaltic studio,500000
Moppin,500000
Amistech Games,500000
Factor 5,500000
Screeching Wizard,500000
Browny Application,500000
"Level Up Labs, LLC",500000
DiggerWorld Ltd.,500000
30.06 Studios Ltd,500000
TAD Productions AB,500000
T3 Entertainment,500000
Grimlore Games,500000
Owlcat Games,500000
Lee Sang,500000
Lince Works,500000
Sauropod Studio,500000
Tice Thomason,500000
GameUS Inc.,500000
Allicorn Games,500000
ClockStone Studios,500000
Lucasfim,500000
Czester16,500000
Giant Army,500000
Dekovir Entertainment,500000
Demiurge Studios,500000
Lord Kres,500000
Weather Factory,500000
Sam Barlow,500000
Giant Sparrow,500000
BeHappy Studios,500000
rdt.32,500000
Tanki Online Ltd.,500000
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",500000
Little Stone Software,500000
Tigerish Games,500000
Acid Wizard Studio,500000
VALOFE,500000
AlternativaPlatform,500000
quad games,500000
Batterystaple Games,500000
Little Cat Feet,500000
Godot Engine,500000
Acid Nerve,500000
Utopian World of Sandwiches,500000
Tabletopia Inc.,500000
Goldhawk Interactive,500000
Madgarden,500000
Nina Freeman,500000
Patrick Lindsey,500000
Frogmind,500000
The Story Mechanics,500000
Pipeworks Studio,500000
Matvey Sakharovskiy,500000
AlPixel Games,500000
Rocket Bear Games,500000
DM Media,500000
Rhino Games,500000
Frog City Software,500000
Chongming Studio,500000
Big Finish Games,500000
Flying Robot Studios,500000
Mikhail Maksimov,500000
FlyAnvil,500000
Chandler Rounsley,500000
Robotronic Games,500000
Florastamine,500000
Matt Thorson,500000
"Chongqing Shangshixuan Technology Co., Ltd.,",500000
White Rabbit Games,500000
Matt Makes Games Inc.,500000
Albert Fernandez,500000
Adriaan de Jongh,500000
Matt Dabrowski,500000
Biart Company LLC,500000
MasterCode,500000
Chuck Productions,500000
Retro Yeti Games,500000
Perfuse Entertainment,500000
Philip Gibbons,500000
treeform,500000
Admir Leka,500000
"MidBoss, LLC.",500000
DUCK,500000
"Bimboosoft Co.,Ltd.",500000
Against Gravity®,500000
DRUNKEN APES,500000
The Quinnspiracy,500000
MiaoXi Studio,500000
Rising Star Games,500000
Meta Interaction,500000
MercurySteam - Climax Studios,500000
"Bigscreen, Inc.",500000
Forbes  Consult Ltd,500000
Dan  Walters,500000
Airship Syndicate,500000
Frank Lucas,500000
Chaos Industries,500000
Richard Keene,500000
Robert Briscoe,500000
Freakinware Limited,500000
Footmade,500000
Robert Zhu,500000
McKay,500000
Free Candy Games,500000
Maximus.ez,500000
Free Games Info,500000
Big Sandwich Games,500000
Maxime Vézina,500000
Chinzilla,500000
The Software Farm,500000
"Bit Blot, LLC",500000
Thing Trunk,500000
Ryan Guanyuhao Jiang,500000
Gaijin Entertainment Corporation,500000
Bytebin,500000
"Mine Loader Software Co., Ltd.",500000
Rune Forge,500000
Claudiu Kiss,500000
GSQ Games,500000
Runewaker,500000
Ben Harvey,500000
Ben Garney,500000
Blackfire Games,500000
Finish Line Games,500000
Fineway Studios,500000
Thorngames,500000
1C:InoCo,500000
Runner Duck,500000
Ceri Williams,500000
Mahhaon,500000
PixelTail Games,500000
Galaxy Gate,500000
Team17 Software Ltd. ,500000
Paul Marrable,500000
Gambrinous,500000
Renė Petrulienė,500000
Game Grumps,500000
Fifth One,500000
WrathSchneider,500000
GameConnect,500000
MagdalenaTeam,500000
WeirdBeard,500000
"Vblank Entertainment, Inc.",500000
GDT Limited,500000
The Battle for Wesnoth Project,500000
Dark Water Studios Ltd,500000
Rogue Factor,500000
Aldin Dynamics,500000
The Artistocrats,500000
Fiveamp,500000
CAPCOM,500000
Rohan Bhukan,500000
Circle Five Studios,500000
Dark Computer Entertainment Ltd.,500000
Fishlabs Entertainment GmbH,500000
"COMPILE HEART Co., Ltd.",500000
Aleksey Abramenko,500000
Dark Energy Digital Ltd.,500000
Rooster Teeth Games,500000
Pixel Theory Games,500000
Payload Studios,500000
Retro Affect,500000
BitCake Studio,500000
Pixel Titans,500000
takk,500000
Bitbaboon,500000
Bytro Labs GmbH,500000
Teotl Studios,500000
Marc Cuva,500000
Mantis Games,500000
G2CREW,500000
Zero-K Team,500000
Mannequin Games LLC,500000
Zero Point Software,500000
CSR-Studios,500000
Last Bastion Studios LLC,500000
Le Cartel Studio,500000
Sloclap,500000
Blue Studio,500000
SteelRaven7,500000
Joran Vergoessen,500000
Duion,500000
like Charlie,500000
Dueking,500000
Emmett Butler,500000
ProGames Studio,500000
Two Point Studios,500000
Joshua Neurnberger,500000
Cross-Product,500000
WolfgangIs,500000
Wareberd,500000
IO Entertainment,500000
Icy Donut,500000
Elixir Studios,500000
Joni Kittaka,500000
Net Games Laboratory,500000
Jon Tiburzi,500000
Smoking WOLF,500000
NetDragon Websoft Inc.,500000
Statespace,500000
Yoji Ojima,500000
Cristian Ionescu,500000
E-Line Media,500000
Netcore Games,500000
Ilja Saburov,500000
Johannes Gotlén,500000
Johannes Eski,500000
Radical Fish Games,500000
JoWooD Vienna,500000
Juppiomenz,500000
Stellar Jockeys,500000
Castle art by Yuriy Gusev,500000
Proteus Studios,500000
Housemarque,500000
Hovgaard Games,500000
"CyberConnect2 Co., Ltd.",500000
インレ,500000
Sinister Systems,500000
Uber Entertainment,500000
Dreadlocks Ltd.,500000
Dream Reactor,500000
Dream Works,500000
"Entwell Co., Ltd.",500000
AwesomeBlade,500000
Necrophone Games,500000
KK Game Studio,500000
KITATUS STUDIOS,500000
Avocavo,500000
ObsessionSoft,500000
I Need Play,500000
Avinash Kalapala,500000
I-deal Games,500000
UBIart Montpellier,500000
KITATUS,500000
"IDEA FACTORY Co., Ltd.",500000
marbenx,500000
Dreampainters,500000
Nekrosoft,500000
Jutsu Games,500000
搞快点工作室,500000
Dreamworlds,500000
Drift Physics Crew,500000
"Just Add Water (Developments), Ltd.",500000
Contingent99,500000
Radiant Entertainment,500000
kikiyama,500000
Art-Arcade,500000
Eidos Interactive,500000
Quantic Dream (original release),500000
JAVELIN OÜ,500000
Eggtooth Team,500000
Night Node Software,500000
Ivory Tower in collaboration with Ubisoft Reflections,500000
Ivory Tower,500000
Nomada Studio,500000
Night School Studio,500000
AGC,500000
Isaac Schankler,500000
Inre,500000
Insanity Games,500000
AG media,500000
Bombservice,500000
Infogames Europe SA,500000
Carbon,500000
IronOak Games,500000
Inti Creates,500000
Crazy Moo Games,500000
Echo Hall Studios,500000
Nikita Nefedov,500000
Spiritwalk Games,500000
Ed Key and David Kanaga,500000
Invi Games,500000
Nikolai Patrakov,500000
Crazy Rocks Studios,500000
Crazy Viking Studios,500000
Nikolay Novikov,500000
Edelweiss,500000
Night Node,500000
EarthWork Games,500000
EA Black Box,500000
RUST LTD.,500000
Jerseyware Gaming,500000
Jaywalkers Interactive,500000
Coolhand Interactive,500000
gord10,500000
InSayn,500000
Elecorn,500000
Jarbit,500000
Nick Burnham,500000
"EQ-Games , Pixel Dash Studios",500000
El Huervo / Niklas Åkerblad,500000
Bob,500000
ESTgames Corp.,500000
RVL Games,500000
Sorath,500000
Asymmetric,500000
Night Light Interactive,500000
Space Wedgie,500000
Spaces of Play,500000
ROCKFISH Games,500000
Cornered Rat Software,500000
Wizarbox,500000
RMAL,500000
Sparkypants Studios LLC,500000
AIGRIND,500000
Infinite Fall,500000
Eidos Studio Hungary,500000
Infinity Plus 2,500000
Asteroid Base,500000
Nostalgia Hound,500000
WEBZEN,500000
Straandlooper,500000
Vladis Fire,500000
Afterthought LLC,500000
Kudosoft,500000
Blazing Fanfish,500000
Latinas Tomatos,500000
Shadow Planet Productions,500000
Andrey Malyarov,500000
Blackpowder Games,500000
Sukeban Games,500000
diman production,500000
Hato Moa,500000
Undead Labs,500000
Tomadeira,500000
Subvert Games,500000
Kukouri Mobile Entertainment,500000
Poolians.com,500000
Sun Dogs,500000
ZackBellGames,500000
House On Fire,500000
Everything Unlimited Ltd.,500000
Evermore Game Studios,500000
Viswanath Atlu,500000
Krystian Majewski,500000
Andy Wallace,500000
Gustavo Santos,500000
ninjalex,500000
Woolf,500000
Diminished Studios,500000
Laurie Banks,500000
Overgroup,500000
Sun Pixel,500000
Hellscape Games,500000
LLC RIKOR IMT,500000
Lars van Dorenvanck,500000
Cyanide Studio - Spiders Studios,500000
Murudai,500000
Unigine Corp.,500000
Dingaling,500000
Separate Game Development,500000
Unicube,500000
Outlands,500000
SuperVillain Studios,500000
LWNA,500000
Sergey Dovganovskiy,500000
Super Evil Megacorp,500000
Exor Studios,500000
DistrictTeam,500000
Handyman Studios,500000
Brilliant Skies Ltd.,500000
"FELISTELLA Co., Ltd.",500000
Brilliant Game Studios,500000
Brightrock Games,500000
Tobias Sjögren,500000
Dire Wolf Digital,500000
"AndrewDrumov, Sanke Berdochan",500000
Hardit Singh,500000
Osumia Games,500000
"Oscar ""Ratvader"" Rydelius",500000
Kyle Pulver,500000
Kot in Action Creative Artel,500000
PopTop Software,500000
Tomi Maarela,500000
Antanas Marcelionis,500000
Estelion,500000
Kinelco & Lone Elk Creative,500000
Shumkov Dmitriy,500000
Killmonday Games AB,500000
Mystik'Art,500000
Brandon van Doorn,500000
Raymond Doerr,500000
Katharine Marsh,500000
Primal,500000
Ankur Rathore,500000
Sidhe,500000
BANDAI NAMCO Studio,500000
Sylvain Tegroeg,500000
Omniconnection,500000
Toontraxx Studios,500000
Sierra Entertainment,500000
Anoop Nihar Srinivas,500000
Yash Kapani,500000
Primitive Studio,500000
RavenSoft / id Software,500000
Anteater Games,500000
Eric Hartman,500000
Downpour Interactive,500000
Vladimir Shlapak,500000
Crunchy Games,500000
Anthony Rotondo,500000
Studio Binokle,500000
Brave Little Studios,500000
Hourences,500000
Konstantin Koshutin,500000
BreakAway Games,500000
Blind Sky Studios,500000
CakeEaterGames,500000
CtrlMovie,500000
MovingBlocks,500000
Real Dynamics,500000
Eugene Radaev,500000
Hex Entertainment,500000
Shifty Chair Games,500000
Knuist & Perzik,500000
Reactor Zero,500000
ASK Homework,500000
Coffee Powered Machine,500000
BlinkWorks Media,500000
Anthony Septim,500000
Ubisoft San Francisco,500000
Pokshevanov Pavel,500000
NEOWIZ BLESS STUDIO,500000
nanos GbR,500000
Gun.,500000
NEXON,500000
Tomoaki Sugeno,500000
Red Dolphin Games,490000
Sacada,490000
3D Realms (Apogee Software),490000
Gogii Games,480000
Wales Interactive,480000
Fakt Software,470000
Cats Who Play,470000
YFC games,470000
Lion's Shade,470000
Garnudo Games,470000
The House of Fables,470000
Crystal Box Team,460000
Noble Muffins,450000
Code Mystics,450000
stillalive studios,450000
Logic Artists,450000
07th Expansion,450000
Limbic Entertainment,450000
DeXP,450000
Actalogic,450000
TreeFortress Games,450000
Vaka Game Magazine,440000
CSM,440000
3Division,440000
Yai Gameworks,430000
IndieLip,430000
橘子班,430000
"Tilted Mill Entertainment, Inc.",420000
ZeroBit Games,420000
Darkling Room,420000
Crazy Monkey Studios,420000
Versus System,420000
Stereo7 Games,420000
Ilex Games,420000
NIKITA ONLINE,420000
SC Jogos,420000
SimBin Studios AB,420000
KHB-Soft,420000
Silden,420000
Mousechief,420000
Agafonoff,420000
Lesta Studio,420000
RosePortal Games,420000
Glass Bottom Games,420000
"Fancy Bytes, Reactor",410000
Zeiva Inc,410000
Absolutist Ltd.,410000
N3V Games,410000
Tale of Tales,410000
Hip Games,400000
JoyMasher,400000
Random Seed Games,400000
WTFOMGames,400000
EightyEightGames,400000
IT Territory,400000
Phr00t's Software,400000
WildTangent,400000
Square Enix Montréal,400000
World-Loom,400000
SpinTop Games,400000
dotBunny,400000
The_Kiddy,400000
Cosmo D,400000
Subatomic Studios LLC,400000
CivilSavages,400000
Claeysbrothers,400000
Haggard Games,400000
DGames,400000
The Lordz Games Studio,400000
.dat,400000
AFBIK Studio,400000
Ubisoft Romania,400000
Kitfox Games,400000
Fantasy Flight Games,390000
Kiddy,390000
Boogygames Studios,390000
XiNFiNiTY Games,380000
Easy game,380000
Elephant Games,380000
Bmc Studio,380000
Wholetone Games,380000
Wonderbox Games,380000
Night Dreams Studio,380000
Infogrames,380000
SaintHeiser,380000
Sunward Games,370000
MoeNovel,370000
Odin Game Studio,370000
Spellbound,370000
Anate Studio,370000
ACQUIRE Corp.,370000
Frima Studio,360000
WhackAKey Games,360000
Totem Games,360000
inkle Ltd,360000
VisualArts/Key,360000
"Amaranth Games, LLC",360000
baKno Games,360000
Platine Dispositif,350000
Badim,350000
Crew Lab,350000
Cateia Games,350000
ASTRO PORT,350000
DnS Development,350000
Animation Arts,350000
Wastelands Interactive,350000
Illwinter Game Design,350000
КиКо,350000
momoStorm Entertainment,350000
Heluo Studio,350000
Yume Creations,350000
Anarchy Enterprises,350000
Straywire,350000
Falco Software,340000
Simulators Live,340000
Retro Army Limited,340000
"INTI CREATES CO., LTD.",340000
Proximity Games,340000
Asmodee Digital,340000
Boomzap Entertainment,340000
LillyWelland inc.,340000
phime studio LLC,340000
Popcannibal,340000
Life Jumb DT,340000
Kyy Games,340000
Daylight Studios,340000
Invictus Games Ltd.,330000
oblomysh,330000
ZOV GAME STUDIO,320000
Love Conquers All Games,320000
Wojciech Krupinski,320000
Somi,320000
Ivanovich Games,320000
Studio Bean,320000
Spicy Tails,320000
Shawn Hitchcock,320000
Gamenesis,320000
Krealit,320000
Flashback Games,320000
Egidijus Bachur,320000
Google Inc.,320000
hallunazigames,320000
Xitilon,320000
Trese Brothers,320000
Michael Todd Games,320000
Realore,320000
Anti-Ded GameDev,320000
Studio Evil,320000
HeroCraft,320000
Blind Squirrel Games,320000
Herrero Games,320000
Aratog LLC,320000
Terminal Reality,320000
AL-GAME,320000
FreakZone Games,320000
Zero Sum Games,320000
TickTock Games,320000
Kerberos Productions Inc.,320000
Homegrown Games,320000
vadimalexepta,310000
Shorebound Studios,310000
3000AD,310000
Auroch Digital,310000
OnSkull Games,310000
△○□× (Miwashiba),300000
BattleGoat Studios,300000
Recreat4,300000
AsicxArt,300000
Idea Cabin,300000
Fervent,300000
Cranberry Production,300000
Farsky Interactive,300000
Unicorn Games Studio,300000
MyACG Studio,300000
大好网,300000
MC2,300000
Most Wanted Entertainment,300000
I-Illusions,300000
Hitcents,300000
White Wizard Games,300000
Sierra On-Line,300000
Enlight Software Limited,300000
Hydravision Entertainment,300000
MoaCube,300000
Freehold Games,300000
Psychotic Psoftware,300000
"Wevr, Inc.",300000
Frogdice,300000
TAMSOFT,300000
Renegade Kid,300000
Blind Mind Studios,300000
Nawia Games,300000
Sonalysts,300000
Flow Fire Games,300000
Twice Circled,300000
The Game Kitchen,300000
GolemLabs,300000
8Floor,300000
Ragequit Corporation,300000
Radon Labs,300000
Michal Pawlowski,300000
